DateTime,AddedIPs,RemovedIPs
1536070386,64,103
1536073970,50,62
1536077575,37,65
1536081173,41,58
1536084787,100,52
1536088396,32,51
1536091994,41,58
1536095598,49,43
1536099194,29,46
1536102849,31,26
1536106459,68,36
1536110012,56,24
1536113606,35,43
1536117193,39,43
1536120795,21,18
1536127978,49,78
1536131580,46,36
1536135180,24,58
1536138786,41,35
1536142373,36,56
1536145965,20,25
1536149577,63,52
1536153181,52,103
1536156774,40,38
1536160380,40,42
1536163983,26,26
1536167572,44,44
1536171169,36,32
1536174782,54,39
1536178387,28,37
1536181994,46,83
1536185587,53,64
1536189190,120,27
1536192795,62,76
1536196390,42,67
1536199982,51,30
1536203585,68,49
1536207188,28,27
1536210773,28,67
1536214379,36,41
1536217976,53,32
1536221573,29,34
1536225173,48,69
1536228766,84,100
1536232370,24,44
1536235973,34,42
1536239581,83,35
1536243187,81,21
1536246798,58,45
1536250403,57,36
1536254006,44,27
1536257589,23,99
1536261194,34,38
1536264794,41,63
1536268391,35,85
1536272002,51,84
1536275563,29,72
1536279188,34,28
1536282786,57,32
1536286395,45,25
1536289981,47,47
1536293586,30,44
1536297175,28,14
1536300769,19,52
1536304374,30,34
1536307982,40,45
1536311578,28,55
1536315180,44,41
1536318779,29,60
1536322367,31,37
1536325972,43,34
1536329566,42,35
1536333179,60,41
1536336776,43,39
1536340379,38,38
1536343983,35,51
1536347590,76,31
1536351190,43,40
1536354785,57,29
1536358387,43,62
1536361978,43,60
1536365575,25,28
1536369174,27,35
1536372770,69,28
1536376369,57,30
1536379965,27,60
1536383565,33,21
1536387160,19,34
1536390769,66,35
1536394365,47,51
1536397967,28,39
1536401570,28,59
1536405169,43,50
1536408771,31,45
1536412366,26,34
1536415972,103,23
1536419561,54,22
1536423182,61,41
1536426781,34,46
1536430387,47,17
1536434007,62,42
1536437610,38,42
1536441202,62,24
1536444803,29,51
1536448398,66,45
1536452002,27,55
1536455609,84,37
1536459201,52,41
1536462793,80,28
1536466395,58,42
1536469993,26,42
1536473588,33,34
1536477186,22,46
1536480787,29,43
1536484395,53,34
1536487988,26,41
1536491586,40,34
1536495178,23,53
1536498777,29,31
